"Doc/Sen Id","Mention Id","Sentence","Mention","Head","AFET Labels","Turk-General","Turk-Fine","Predict"
"wex/20110513/2/41/5:44",1,"In 1916 Ameen married Bertha Case , an American artist , who was part of the Matisse , Picasso , Cezanne and Derain group in Paris , and the Midi , and joined them in exhibiting <a>XXXX</a> at the Salon de Mai .","her work","work","[]","['object']","['art', 'painting', 'exhibition']","['work']"
"wex/20110513/2/41/184:237",1,"<a>XXXX</a> suggested signals originating from several locations , including Gardner Island .","Bearings taken by Pan American Airways stations","Bearings","[]","['person']","['scientist']","['bearings']"
"wex/20110513/2/41/231:5",1,"It revolves around the title character , Amelia , who is expecting her first child and explores her relationship with <a>XXXX</a> .","her father , Dodge , a United States Navy pilot who died in the Vietnam War","father","[]","['person']","['father']","['father']"
"wex/20110513/2/41/237:18",3,"Following the birth of their son Ramses -LRB- ne Walter -RRB- Emerson -LRB- '' as swarthy as an Egyptian and as arrogant as a Pharaoh '' -RRB- , the Emersons initially settle in Kent , from where Emerson commutes to <a>XXXX</a> .","a job lecturing in Egyptology at university in London","job","[]","['location', 'place']","['town', 'city']","['job']"
"wex/20110513/2/41/835:0",0,"American Airlines flies to 82 domestic destinations -LRB- including United States territories -RRB- and 76 international destinations in 46 countries across Asia , Americas and Europe -LRB- including <a>XXXX</a> -RRB- .","British overseas territories and overseas possessions of the Netherlands including Aruba and the former Netherlands Antilles","territories","[]","['location']","['country', 'place']","['territory']"
"wex/20110513/2/43/30:130",0,"At the review aggregate website Rotten Tomatoes , 79 % of 199 reviewers approved of <a>XXXX</a> .","American Gangster","Gangster","[]","['object']","['movie', 'film']","['gangster']"
"wex/20110513/2/43/56:16",0,"The American Gigolo soundtrack album has been re-issued on CD by both PolyGram and Universal Music on <a>XXXX</a> .","the labels Polydor and Spectrum","Polydor","[]","['date', 'object']","['day', 'year']","['polydor']"
"wex/20110513/2/43/334:83",1,"There were three companies at Fort Brooke -LRB- Tampa -RRB- with another two expected momentarily , so it was decided to send two companies to <a>XXXX</a> .","Fort King","King","[]","['location', 'place']","['city']","['king']"
"wex/20110513/2/44/78:3",1,"The APA continues to publish and expand <a>XXXX</a> , and aims to promote all aspects of poultry fancy by certifying official judges , sponsoring shows , fostering youth participation , and advocating for its members , in both the U.S. and Canada .","the Standard","Standard","[]","['organisation']","['business']","['standard']"
"wex/20110513/2/44/427:0",0,"<a>XXXX</a> also called Ameslan , is the dominant sign language of Deaf Americans , including deaf communities in the United States , in the English-speaking parts of Canada , and in some regions of Mexico .","American Sign Language , or ASL , for a time","Language","[]","['object']","['sign_language', 'language']","['language']"
"wex/20110513/2/46/497:7",2,"Aminoshikimate pathway has been assembled in <a>XXXX</a> to synthesize aminoshikimic acid , which is a promising starting material for the synthesis of antiinfluenza agent Tamiflu .","E. coli","coli","[]","['place']","['area']","['coli']"
"wex/20110513/2/49/128:3",1,"Argos was later colonised by its Ambraciot neighbours at <a>XXXX</a> .","the invitation of the Amphilochian Argives","invitation","[]","['place']","['area']","['invitation']"
"wex/20110513/2/50/960:6",0,"In 1999 she received fellowships from the Pollock-Krasner Foundation and the Joan Mitchell Foundation , and in 2000 was awarded <a>XXXX</a> .","a Guggenheim Fellowship","Fellowship","['/award', '/title']","['object']","['money']","['fellowship']"
"wex/20110513/2/50/967:21",2,"Smart was a speaker for the Heal the Bay organization ; <a>XXXX</a> has also worked with the Humane Society and the Environmental Media Association , and was named one of Organic Style magazine 's '' Women with Organic Style '' of 2004 .","she","she","[]","['person']","['woman']","['she']"
"wex/20110513/2/52/25:21",2,"Buprenorphine is thought to be a partial agonist of the opioid receptor , and <a>XXXX</a> is an opiate agonist with SNRI properties .","tramadol","tramadol","['/medicine/medical_treatment', '/medicine/drug', '/medicine']","['object']","['drug']","['tramadol']"
"wex/20110513/2/52/544:14",0,"He moved to the United States in 1917 to serve as <a>XXXX</a> in the Museum of Fine Arts in Boston .","the first Keeper of Indian art","Keeper","[]","['person']","['employee', 'curator']","['keeper']"
"wex/20110513/2/53/67:62",3,"<a>XXXX</a> rejected the anarcho-capitalist Lockean position in favour of the anarchist position of '' occupancy and use '' -LRB- or '' possession '' , to use Proudhon 's term -RRB- , particularly in land .","Many nineteenth-century individualist anarchists , including Benjamin Tucker ,","anarchists","[]","['person']","['politician', 'leader']","['anarchist']"
"wex/20110513/2/53/134:13",0,"With approximately 35,000 , or 0.1 % , of the votes , <a>XXXX</a> outperformed Lyndon LaRouche 's '' BuSo '' and also the German Communist Party DKP .","the APPD","APPD","[]","['person']","['politician', 'candidate']","['appd']"
"wex/20110513/2/53/923:4",0,"In <a>XXXX</a> , he built the fortress of Theodosiopolis along the border with Persarmenia in the mid-430s ; in 440 he directed some works at Heliopolis of Phoenicia and rebuilt the walls of Gerasa in Arabia .","his capacity as magister militum","capacity","[]","['time']","['year']","['capacity']"
"wex/20110513/2/54/29:30",0,"Eventually <a>XXXX</a> was proposed and adopted on 11 June 1991 by the Supreme Soviet of Russia .","a compromise form of a voucher privatization similar to used in Czech Republic","form","[]","['object']","['law']","['form']"
"wex/20110513/2/55/177:276",2,"He wrote that the flowers of certain plants like juniper and myrtle could be soaked in <a>XXXX</a> to help with snakebites and gout .","wine","wine","[]","['object']","['liquid', 'chemical']","['wine']"
"wex/20110513/2/57/664:3",1,"He studied at St Clare 's International School in <a>XXXX</a> and then at Bocconi University in Milan .","Oxford","Oxford","[]","['location', 'place']","['state', 'city', 'student']","['oxford']"
"wex/20110513/2/58/185:18",6,"A regular job emerged writing movie reviews , interviews and a sex and the movies column called Hot & amp ; Bothered for IFC.com ; and , from December through February , she reported on <a>XXXX</a> for The Sundance Daily Insider .","the Sundance Film Festival","Festival","['/event', '/location']","['event', 'object']","['reporter']","['festival']"
"wex/20110513/2/58/583:9",1,"As a student , <a>XXXX</a> was a leading protegee of the medievalist Percy Ernst Schramm , an academic who , as Eberhard Jackel commented , regarded World War II as a normal war that regrettably the Nazis were not as skilled at waging as they should have been .","Hillgruber","Hillgruber","[]","['person']","['student', 'protegee']","['hillgruber']"
"wex/20110513/2/61/513:13",3,"The whereabouts of the relics was not known to the Catholic authorities , and <a>XXXX</a> charged the Papal Relief Mission in Russia , headed by American Jesuit Edmund A. Walsh , with the task of locating and '' rescuing '' them .","Pope Pius XI","XI","[]","['person', 'organization']","['religious']","['xi']"
"wex/20110513/2/61/540:6",0,"<a>XXXX</a> wrote the definitive biography of Lord Trenchard , the father of the Royal Air Force .","He","He","[]","['person']","['writer', 'biographer']","['he']"
"wex/20110513/2/62/417:6",0,"Upon his return to NYC in 1979 , he began playing with various bands and recording in <a>XXXX</a> .","studios in Manhattan","studios","[]","['place']","['studio', 'music']","['studio']"
"wex/20110513/2/63/396:30",2,"He has been a visiting fellow in <a>XXXX</a> at Trinity College , Dublin .","Creative Writing","Writing","[]","['location', 'place']","['city']","['writing']"
"wex/20110513/2/64/742:11",2,"Together with <a>XXXX</a> , the De Graeff brothers strived for the abolition of stadtholdership .","the Republican political leader Grand Pensionary Johan de Witt","Witt","[]","['person']","['leader', 'fighter']","['witt']"
"wex/20110513/2/66/128:5",1,"After developing with local club Orrell St James , <a>XXXX</a> made his first team debut for his home town club Wigan at the age of 16 , The Big Interview : Andy Farrell The Sunday Times -LRB- UK -RRB- in a 1991 Regal Trophy match against Keighley .","he","he","[]","['person']","['athlete']","['he']"
"wex/20110513/2/66/814:7",0,"Between his TV gigs , Rheingold writes feature films and he has sold <a>XXXX</a> to Paramount Pictures , Disney , and Nickelodeon Movies .","scripts","scripts","[]","['object']","['movie', 'script']","['script']"
"wex/20110513/2/70/759:46",0,"<a>XXXX</a> contains the Mrs Lee Choon Guan Concert Hall , Tan Cheng Siong Drama Theatre and the Lee Kong Chian Auditorium which can seat 830 , 270 and 1,200 respectively .","The Arts Centre","Centre","[]","['place']","['complex']","['centre']"
"wex/20110513/2/71/411:8",0,"<a>XXXX</a> was first attributed to Danish philosopher Søren Kierkegaard -LRB- 1813 & ndash ; 1855 -RRB- .","The use of the term","use","[]","['object']","['writing']","['use']"
"wex/20110513/2/72/972:282",1,"<a>XXXX</a> was worshipped in the Natchez temple of the sun and the Aztec deity Quetzalcoatl was a feathered serpent-god .","The rattlesnake","rattlesnake","[]","['person']","['god']","['rattlesnake']"
"wex/20110513/2/73/756:9",0,"She co-wrote <a>XXXX</a> to the band 's 1984 LP , From Her to Eternity , as well as the lyrics of the song '' Stranger Than Kindness '' from Your Funeral , My Trial .","the lyrics of the title track","lyrics","[]","['object']","['song']","['lyrics']"
"wex/20110513/2/74/888:4",0,"At the first Melodifestivalen 2007 semifinal on 3 February in Jonkoping , <a>XXXX</a> 's song '' Samba Sambero '' was the second song announced as a finalist .","Book","Book","[]","['person']","['singer']","['book']"
"wex/20110513/2/75/111:17",3,"In 2007 , she played in Mama 's Boy , with <a>XXXX</a> and in 2007 's Smiley Face , with Adam Brody and John Cho .","Jon Heder , Jeff Daniels and Diane Keaton","Heder","[]","['person']","['actor']","['heder']"
"wex/20110513/2/75/366:3",4,"<a>XXXX</a> was by Jean Anouilh , Julien Duvivier and Guy Morgan , music by Constant Lambert , decors by Andre Andrejew and cinematography by Henri Alekan .","The screenplay","screenplay","[]","['object']","['direction', 'production']","['screenplay']"
"wex/20110513/2/75/826:116",4,"The most virulent criticism came from the Nationalist government , but <a>XXXX</a> were not always so opposed to Wong , as demonstrated when Peking University awarded the actress an honorary doctorate in 1932 .","China 's intellectuals and liberals","intellectuals","[]","['person']","['party']","['intellectual']"
"wex/20110513/2/76/112:15",2,"The British renamed <a>XXXX</a> Annapolis Royal after Queen Anne -LRB- 1665-1714 -RRB- , the reigning monarch .","it","it","[]","['place']","['area', 'town']","['it']"
"wex/20110513/2/76/271:10",4,"From Teynampet , <a>XXXX</a> continues straight southwards to Nandanam and Saidapet before traversing the Maraimalai Adigal Bridge across the Adyar River to Little Mount and finally , Guindy .","it","it","[]","['object']","['road']","['it']"
"wex/20110513/2/77/122:2",0,"She founded the organization in 1987 and continued to act as <a>XXXX</a> until 1996 , at which point the fund was administering USD $ 33 million per year in grants .","president","president","[]","['person', 'position']","['president']","['president']"
"wex/20110513/2/77/366:163",4,"After this , Anne played the Bank of the West Classic in Stanford , California , where <a>XXXX</a> lost in the opening round of the singles to Elena Dementieva .","she","she","[]","['person']","['player']","['she']"
"wex/20110513/2/78/748:1",0,"<a>XXXX</a> played Sue Sullivan -LRB- nee Harper -RRB- in Brookside from 1987 to 1991 , and Maria Simons Starr in Family Affairs from 1997 to 2000 .","She","She","[]","['person']","['actor']","['she']"
"wex/20110513/2/79/736:8",3,"Produced by Juno-nominated Douglas Romanow , <a>XXXX</a> contains fuller production , drawing on modern pop sounds .","it","it","[]","['object']","['album']","['it']"
"wex/20110513/2/80/724:24",2,"After first attempting to write the graphical routines in C , <a>XXXX</a> turned to assembly language .","he","he","[]","['person']","['writer']","['he']"
"wex/20110513/2/81/41:18",2,"In January 2007 , <a>XXXX</a> was awarded to a group in Manchester , rather than to Blackpool or London .","the '' Super Casino '' license","license","[]","['object']","['trophy']","['license']"
"wex/20110513/2/81/467:52",0,"In August and September 2002 <a>XXXX</a> was a visiting research scholar at the University of Melbourne , Australia .","he","he","[]","['person']","['scientist', 'researcher']","['he']"
"wex/20110513/2/82/222:5",4,"After that season he moved to NAC Breda in <a>XXXX</a> , and after 2 seasons there went to Croatia 's Rijeka .","the Netherlands","Netherlands","[]","['place']","['state', 'country']","['netherlands']"
"wex/20110513/2/84/348:26",1,"In spite of this defeat Lynch was later rewarded with <a>XXXX</a> .","a coveted All-Star award","award","[]","['object']","['money', 'trophy']","['award']"
"wex/20110513/2/87/126:8",4,"Their debut single '' <a>XXXX</a> '' became a hit amongst the Greeks in Sweden and eventually entered the top ten in Sweden and Norway , making them the first act to enter into the Swedish top five with a song sung in Greek .","Opa Opa","Opa","[]","['object']","['music', 'song']","['opa']"
"wex/20110513/2/88/785:27",2,"The Gestapo murdered <a>XXXX</a> on the 13th of August in a group of the last forty prisoners of Pawiak during the Warsaw Uprising .","him","him","[]","['person']","['victim', 'prisoner']","['him']"
"wex/20110513/2/90/261:15",0,"<a>XXXX</a> also had one sack and two interceptions , one of which was a pick off Ken Dorsey that he returned 76 yards for a touchdown , and a forced fumble .","He","He","[]","['person']","['footballer', 'athlete']","['he']"
"wex/20110513/2/91/139:2",2,"Under <a>XXXX</a> he was secretary-general for foreign affairs , but resigned from office due to the annexation of the Batavian Republic of France .","King Louis Napoleon","Napoleon","[]","['person']","['king']","['napoleon']"
"wex/20110513/2/94/231:48",0,"<a>XXXX</a> then freelanced and played with Dan Aykroyd , Gilda Radner , Paul Shaffer , Doug Henning , The Diamonds , Doug Kershaw , Dan Hill , Richard Newell -LRB- aka King Biscuit Boy -RRB- , Tony Kosinec , String Band .","He","He","[]","['person']","['musician']","['he']"
"wex/20110513/2/94/234:15",4,"She was greatly involved with saving redundant churches and was <a>XXXX</a> with the Bishop of Norwich , Maurice Wood , as well as being able to provide the crew with accommodation .","personal friends","friends","[]","['person']","['acquaintance', 'friend']","['friend']"
"wex/20110513/2/94/620:39",2,"<a>XXXX</a> also began giving interviews again , commencing with his first interview since 1973 to Cameron Crowe from Rolling Stone .","Morrison","Morrison","[]","['person']","['man', 'musician']","['morrison']"
"wex/20110513/2/95/238:6",0,"Piho failed to win re-election in the 2010 election and was defeated by <a>XXXX</a> .","Henry Puna","Puna","['/person']","['person']","['politician']","['puna']"
"wex/20110513/2/95/362:13",6,"The cockatoo dwarf cichlid is found in <a>XXXX</a> , in tributaries of the Ucayali , Amazon and Solimoes rivers from the Pachitea River to Tabatinga in Peru and Colombia where it lives in small shallow streams or lagoon-like waters in the rain forest .","the Amazon River basin","basin","[]","['place']","['river', 'bird']","['basin']"
"wex/20110513/2/96/795:5",1,"Having evangelized <a>XXXX</a> entered , 4 October 1859 , the Kingdom of Kaffa , where conversions were abundant .","the districts of Goudrou , Lagamara , Limmou , Nonna , and Guera , he","districts","[]","['person']","['religious_leader']","['district']"
"wex/20110513/2/98/561:20",2,"NHL 2006 Stanley Cup PlayoffsNew Jersey Devils 4 , New York Rangers 2 : <a>XXXX</a> swept the Rangers out of the playoffs with a convincing win at Madison Square Garden .","The Devils","Devils","[]","['object']","['team']","['devils']"
"wex/20110513/2/98/684:17",0,"On December 3 , 1984 , Millo made her Metropolitan Opera debut in dramatic fashion replacing an ailing soprano as <a>XXXX</a> with James Levine on the podium .","Amelia in Verdi 's Simon Boccanegra","Amelia","[]","['person']","['singer', 'artist']","['amelia']"
"wex/20110513/2/98/684:17",4,"On December 3 , 1984 , Millo made her Metropolitan Opera debut in dramatic fashion replacing <a>XXXX</a> as Amelia in Verdi 's Simon Boccanegra with James Levine on the podium .","an ailing soprano","soprano","[]","['person']","['singer', 'artist']","['soprano']"
"wex/20110513/2/99/813:1",1,"It was built to transport cargo-carrying boats on the Chesapeake and Ohio Canal in <a>XXXX</a> to the Alexandria Canal .","Georgetown across the Potomac River","Georgetown","[]","['location', 'place']","['state']","['georgetown']"
"wex/20110513/2/99/985:0",0,"Aquiles David Ocanto Querales -LRB- born November , 1988 in Barquisimeto -RRB- is <a>XXXX</a> .","a Venezuelan footballer Striker who currently plays for Deportivo Lara","Striker","[]","['person']","['football_player']","['striker']"
"wex/20110513/3/0/318:1",0,"It exports <a>XXXX</a> to Jordan , Syria and Lebanon , with a separate line to Israel .","Egyptian natural gas","gas","[]","['object']","['natural_resource']","['gas']"
"wex/20110513/3/0/498:10",0,"On <a>XXXX</a> , 30th Nov 2009 , Bangladesh Police arrested Rajkhowa somewhere near Dhaka .","late Monday night","night","[]","['time']","['day']","['night']"
"wex/20110513/3/1/664:2",2,"<a>XXXX</a> is located in Cubao in Quezon City and is named because of its location in the district of the same name and its location near the famed Araneta Center , one of the Philippines ' most recognized shopping centers .","The station","station","[]","['place']","['area']","['station']"
"wex/20110513/3/4/426:7",2,"The large circuit takes in Whiteleaf Hill and Hughenden Valley while <a>XXXX</a> includes the finish at Winchmoor Hill .","the small finish circuit","circuit","[]","['object']","['race', 'circuit']","['circuit']"
"wex/20110513/3/4/778:3",3,"After a crisis of law and order in the west of Scotland , <a>XXXX</a> was made governor of Tarbert Castle and Baillie of Knapdale , and this was followed by an appointment as Royal Lieutenant in the former Lordship of the Isles on 22 April 1500 .","Archibald","Archibald","[]","['person']","['politician', 'governor']","['archibald']"
"wex/20110513/3/5/14:2",8,"Betjeman brought his bear with him when he went up to university at <a>XXXX</a> in the 1920s , and as a result Archie became the model for Aloysius , Sebastian Flyte 's bear in Evelyn Waugh 's novel Brideshead Revisited .","Oxford","Oxford","[]","['location']","['state', 'city']","['oxford']"
"wex/20110513/3/5/228:35",3,"Fanfiction.Net received a cease and desist order from Archie Comics to remove any stories based on <a>XXXX</a> from its site .","Archie Comics ' characters","characters","[]","['person', 'object']","['character']","['character']"
"wex/20110513/3/6/94:7",1,"In <a>XXXX</a> , we can find a common selection of software : Firefox , Google Chrome , Skype , KeepassX , Hsoconnect , Gparted , Gimp , OpenOffice , VLC , MPlayer -LRB- the complete list of packages is available in the home project at sourceforge.net -RRB- .","the three releases","releases","[]","['object']","['computer', 'program', 'software']","['releases']"
"wex/20110513/3/10/579:1",4,"<a>XXXX</a> is a graduate of the University of Toronto , and received additional training as a member of both the Atelier lyrique de l'Opera de Montreal and the Apprentice Program for Singers of The Santa Fe Opera .","She","She","[]","['person']","['singer', 'musician', 'vocalist', 'student']","['she']"
"wex/20110513/3/12/162:4",0,"He then assisted <a>XXXX</a> in besieging Naples , another important city of Imperial Italy .","Arechis I of Benevento","I","[]","['person']","['general_of_the_army', 'commander']","['i']"
"wex/20110513/3/16/927:3",1,"He represented King Charles IX at the Council of Trent in 1562 , but had to retire in <a>XXXX</a> , and was sent as ambassador to Venice , where he remained till 1567 , returning again in 1570 .","consequence of the attitude he had adopted","consequence","[]","['time']","['time_of_year']","['consequence']"
"wex/20110513/3/17/235:7",4,"In 1988 the Ranslet couple moved to Spain , where <a>XXXX</a> established a studio and workshop and reside today .","they","they","[]","['person']","['artist']","['they']"
"wex/20110513/3/18/148:19",0,"After the death of William III , who bequeathed to him ƒ200 ,000 and the lordship of Brevost , Albemarle returned to the Netherlands , took his seat as <a>XXXX</a> , and became a general of cavalry in the Dutch army .","a noble in the States-General","noble","[]","['person']","['general', 'king']","['noble']"
"wex/20110513/3/18/934:6",2,"He painted <a>XXXX</a> depicting the Magyar conquest of Hungary in 896 , for the 1000th anniversary of the Conquest , with the help of many others , including Jeno Barcsay , Daniel Mihalik and Laszlo Mednyanszky .","his well-known monumental picture , the Arrival of the Hungarians ,","picture","[]","['object']","['painting', 'art']","['picture']"
"wex/20110513/3/21/352:10",1,"Chapman retired from playing <a>XXXX</a> after the 1943 to 1944 hockey season , and went on to served as head coach of the Buffalo Bisons of the American Hockey League from 1943 to 1945 , and the Vancouver Canucks from 1957 to 1958 .","hockey","hockey","[]","['sport']","['hockey', 'sport', 'game']","['hockey']"
"wex/20110513/3/21/788:16",2,"The increase in capillary beds in the muscle means that blood supply to that muscle can be greater and <a>XXXX</a> increases .","diffusion of oxygen , carbon dioxide , and other metabolites","diffusion","[]","['object']","['speed', 'blood']","['diffusion']"
"wex/20110513/3/22/799:27",3,"After arriving in New York in 1914 where he met the poet Mina Loy , then moved on to Mexico three years later for the same reason when the United States entered <a>XXXX</a> .","the war","war","[]","['event']","['agreement']","['war']"
"wex/20110513/3/22/864:18",1,"He left Lantz in 1965 to work briefly for <a>XXXX</a> , before moving over to DePatie-Freleng Enterprises to direct Pink Panther shorts and other cartoon series .","Hanna-Barbera Productions","Productions","['/organization', '/organization/company']","['organisation']","['company']","['productions']"
"wex/20110513/3/23/269:3",2,"In 1951 biological warfare scientists at Fort Detrick , Maryland began investigating <a>XXXX</a> based upon Galston 's discoveries with TIBA , eventually producing the toxic defoliant Agent Orange used by the U. S. Air Force for defoliation in Southeast Asia during the Vietnam War .","defoliants","defoliants","[]","['object']","['chemical']","['defoliant']"
"wex/20110513/3/23/792:2",0,"<a>XXXX</a> was the only son and eldest child of Thomas Burns and Clementina Grant and the great-nephew of the poet Robert Burns .","He","He","[]","['person']","['son', 'male', 'man']","['he']"
"wex/20110513/3/24/158:3",2,"After receiving his primary and secondary education in Kirksville schools , <a>XXXX</a> attended the First District Normal School -LRB- now known as Truman State University -RRB- in Kirksville beginning in 1883 .","he","he","[]","['person']","['student', 'man']","['he']"
"wex/20110513/3/26/164:6",3,"Fine artists were certainly commissioned to create <a>XXXX</a> from the late 1800s , but none appear to have worked with the format outside the commercial or advertising context .","poster stamps -LRB- advertising posters in collectible stamp form -RRB-","stamps","[]","['object']","['art']","[""''stamp''""]"
"wex/20110513/3/26/660:10",1,"He drove in <a>XXXX</a> , racing in the 1965-1973 seasons , with 84 career starts , including the 1967-1971 Indianapolis 500 races .","the USAC Championship Car series","series","[]","['event', 'object']","['competition', 'race']","['series']"
"wex/20110513/3/27/631:6",5,"In the late 1970s the Ugandan president at the time Godfrey Binaisa declared that all districts / provinces acquire their names from their regional capital so that is how Arua district inherited the name from <a>XXXX</a> .","Arua town","town","[]","['object']","['city', 'place']","['town']"
"wex/20110513/3/28/336:23",4,"Thereafter he assumed role of XO -LRB- Executive Officer -RRB- on board INS Ranvir -LRB- D54 -RRB- ; During his tenure at Ranvir , the ship earned <a>XXXX</a> for the best ship , the missile trophy as well as the best galley .","the trophy","trophy","[]","['object']","['award', 'accolade']","['trophy']"
"wex/20110513/3/28/583:11",3,"His proficiency is the Jews and Land of Israel during <a>XXXX</a> .","the Second Temple period","period","[]","['event', 'time']","['year']","['period']"
"wex/20110513/3/30/454:4",1,"The Noarlunga railway line stops at <a>XXXX</a> , and the bus route M44 runs from Golden Grove down through the city through Ascot Park and its adjoining suburbs to Marion Shopping Centre .","Ascot Park railway station","station","[]","['location', 'place']","['city']","['station']"
"wex/20110513/3/31/827:43",3,"On the national level , <a>XXXX</a> is represented in the United States House of Representatives as part of Massachusetts 's 1st congressional district , and has been represented by John Olver of Amherst since June 1991 .","Ashfield","Ashfield","[]","['object', 'place']","['state']","['ashfield']"
"wex/20110513/3/33/759:1",0,"The Asia First strategy called for <a>XXXX</a> in the Far East to fight against the encroaching spread of Communism , in a similar way to the Marshall Plan and Truman Doctrine in Europe .","the future concentration of American resources","concentration","[]","['event']","['war']","['concentration']"
"wex/20110513/3/34/401:64",0,"Parody band Bad News recorded a video b-side to <a>XXXX</a> .","the VHS version of their single '' Bohemian Rhapsody '' titled '' Every Mistake Imaginable '' in which the band discusses that they have to record an extra three minutes of footage for the single to be chart eligible","version","[]","['object']","['song']","['version']"
"wex/20110513/3/35/104:10",0,"The decision to build the Askøy Bridge was voted through <a>XXXX</a> on December 9 , 1987 .","the Norwegian parliament , Stortinget ,","parliament","[]","['object']","['parliament']","['parliament']"
"wex/20110513/3/35/463:1",1,"<a>XXXX</a> represented Oklahoma 's 5th congressional district in the United States House of Representatives from 1939 until 1951 and represented Oklahoma in the United States Senate from 1951 until 1969 .","He","He","[]","['person']","['senator', 'politician']","['he']"
"wex/20110513/3/35/710:3",0,"On February 11 , 2005 <a>XXXX</a> absorbed the town of Ichinomiya , and the village of Namino to become the new city of Aso .","the old town of Aso","town","[]","['location']","['city', 'town']","['town']"
"wex/20110513/3/35/759:26",1,"<a>XXXX</a> was completed with their help at Fort Chaffee United States Army Ready Reserve base at Fort Smith -LRB- where Elvis Presley had done his basic training -RRB- .","Production","Production","[]","['event']","['project']","['production']"
"wex/20110513/3/36/977:5",1,"<a>XXXX</a> next moved East and earned an MFA in Acting from the Professional Actors Training Program at Rutgers University 's Mason Gross School of the Arts , where he studied under New York Acting teachers William Esper , Maggie Flanigan and Deborah Hedwall .","Cohen","Cohen","[]","['person']","['performer', 'actor']","['cohen']"
"wex/20110513/3/38/19:4",1,"According to some fans , the club is named to honor the several immigrant communities in Limeira , like <a>XXXX</a> .","the German , Italian , Japanese , and Portuguese communities","Italian","[]","['group']","['community']","['italian']"
"wex/20110513/3/38/580:6",2,"<a>XXXX</a> were once members , but withdrew in December 2004 saying '' we disagree with the politics and most of the decisions of the ACP Board .","Ruslan Ponomariov and Veselin Topalov","Topalov","[]","['person']","['political_party', 'politician']","['topalov']"
"wex/20110513/3/38/798:12",0,"<a>XXXX</a> was formed in 1914 to verify publication circulation figures and track media rates .","The Audit Bureau of Circulations","Bureau","['/organization']","['organization']","['committee']","['bureau']"
"wex/20110513/3/40/835:1",2,"Competing in two Winter Olympics , <a>XXXX</a> earned her best finish of 14th in the two-woman event at Turin in 2006 .","she","she","[]","['person']","['woman', 'athlete']","['she']"
"wex/20110513/3/41/556:42",3,"The adjacent cities in the Gran Asuncion area , such as Luque , Lambare , San Lorenzo , Fernando de la Mora and Mariano Roque Alonso , have absorbed most of this influx due to the low cost of the land and easy access to <a>XXXX</a> .","Asuncion","Asuncion","[]","['object']","['water']","['asuncion']"
"wex/20110513/3/42/418:23",6,"At Palmyra she appears on the coinage with a lion , or her presence is signalled with a lion and the crescent moon ; an inscription mentions <a>XXXX</a> .","her","her","[]","['person']","['goddess']","['her']"
"wex/20110513/3/43/392:34",1,"Clark -LRB- 1903 - 1993 -RRB- married James Irvine , Jr. , in 1929 , and along with <a>XXXX</a> , ran the Irvine Ranch , one of California 's most diverse and productive farms .","her daughter , Joan Irvine Smith","daughter","[]","['person']","['partner']","['daughter']"
"wex/20110513/3/45/538:1",0,"<a>XXXX</a> is best known as the chair of the landmark 1973-74 Moffitt Royal Commission , which investigated organised crime in New South Wales .","He","He","[]","['person', 'organisation']","['investigator']","['he']"
"wex/20110513/3/46/495:58",2,"In 1997 , <a>XXXX</a> approved the project , and construction began on November 4 , 1998 .","Governor Christine Todd Whitman","Whitman","['/person/politician', '/person/author', '/person']","['person']","['institution', 'president']","['whitman']"
"wex/20110513/3/47/701:25",1,"Henri Becquerel notices that <a>XXXX</a> gives off an unknown radiation when it fogs photographic film .","uranium","uranium","['/chemistry']","['object']","['chemical']","['uranium']"
"wex/20110513/3/50/224:7",0,"The story goes that after <a>XXXX</a> , Kannaki left the city and reached Kerala via Kanyakumari and on the way to Kodungallur sojourned at Attukal .","the destruction of the ancient city of Madurai","destruction","[]","['event']","['disaster']","['destruction']"
"wex/20110513/3/50/371:10",3,"GameSpot 's Shane Satterfield wrote that for ATV enthusiasts <a>XXXX</a> may warrant a rental but other who are only mildly into the sport will be disappointed by the game 's repetitive graphics , steep learning curve , and overall lack of variety or fun .","the game","game","[]","['object']","['computer_game', 'video_game']","['game']"
"wex/20110513/3/50/811:10",2,"Following the Second World War , Davies joined <a>XXXX</a> , making his debut for the county in the 1946 Minor Counties Championship against Oxfordshire .","Devon","Devon","['/organization/sports_team', '/organization']","['group', 'organization']","['team']","['devon']"
"wex/20110513/3/52/752:202",1,"<a>XXXX</a> are arrested for their part in an alleged plot -LRB- actually an FBI sting operation -RRB- to use an RPG-7 to assassinate a Pakistani diplomat in New York City .","Mohammed M. Hossain and Yassin M. Aref , leaders of the Masjid as-Salam mosque in Albany , New York ,","Hossain","[]","['person']","['criminal', 'gang']","['hossain']"
"wex/20110513/3/52/820:18",4,"1942 & ndash ; Holocaust in Chortkiav , western Ukraine : At 2.30 <a>XXXX</a> starts driving Jews out of their houses , divides them into groups of 120 , packs them in freight cars and deports 2000 to Belzec death camp .","am the German Schutzpolizei","Schutzpolizei","[]","['organization']","['military', 'army']","['schutzpolizei']"
"wex/20110513/3/52/885:5",0,"Pearl Jam performed during their No Code Tour on September 26 , 1996 , with <a>XXXX</a> .","The Fastbacks as their opening act","Fastbacks","[]","['person', 'organization']","['musician', 'music_group', 'band']","['fastbacks']"
